Raw_tweets,tokenized_cleaned_tweets,tokenized_sentence_tweets,Polarity,Subjectivity,Distance_tweets
@F1 @LewisHamilton Proud mumma and well done Lewis xx,"['proud', 'mumma', 'well', 'done', 'lewis', 'xx']",['  Proud mumma and well done Lewis xx'],0.8,1.0,"['f1', 'lewishamilton', 'proud', 'mumma', 'well', 'done', 'lewis', 'xx']"
@Thando_Fosgate @JacobtheVega @frontwings @F1_Jordan @fia @F1 Who said he hasn’t experienced racism? Nobody said that.,"['said', 'experienced', 'racism', 'nobody', 'said']","['      Who said he hasn’t experienced racism?', 'Nobody said that.']",0.8,0.9,"['thando_fosgate', 'jacobthevega', 'frontwings', 'f1_jordan', 'fia', 'f1', 'said', 'experienced', 'racism', 'nobody', 'said']"
"@FiddyInParis @DustyPee On the bus run into Sydney CBD years ago, we had a Tongan lady that would drive the bus like an F1 car, she always did the run about 10 minutes quicker than anyone else","['bus', 'run', 'sydney', 'cbd', 'years', 'ago', 'tongan', 'lady', 'would', 'drive', 'bus', 'like', 'f1', 'car', 'always', 'run', '10', 'minutes', 'quicker', 'anyone', 'else']","['  On the bus run into Sydney CBD years ago, we had a Tongan lady that would drive the bus like an F1 car, she always did the run about 10 minutes quicker than anyone else']",0.0,0.0,"['fiddyinparis', 'dustypee', 'bus', 'run', 'sydney', 'cbd', 'years', 'ago', 'tongan', 'lady', 'would', 'drive', 'bus', 'like', 'f1', 'car', 'always', 'run', '10', 'minutes', 'quicker', 'anyone', 'else']"
"@formulasamson The 2021 F1 calendar had 23 races, not 1.","['2021', 'f1', 'calendar', '23', 'races', '1']","[' The 2021 F1 calendar had 23 races, not 1.']",0.0,0.0,"['formulasamson', '2021', 'f1', 'calendar', '23', 'races', '1']"
@SirLewisUpdates Congratulations Sir Lewis Hamilton. Still you rise.,"['congratulations', 'sir', 'lewis', 'hamilton', 'still', 'rise']","[' Congratulations Sir Lewis Hamilton.', 'Still you rise.']",0.0,0.0,"['sirlewisupdates', 'congratulations', 'sir', 'lewis', 'hamilton', 'still', 'rise']"
"@BradleyPhilpot @fia Mercedes must go all the way because they love F1.  F1 has been damaged on Sunday and putting things as they should, it's justice.","['mercedes', 'must', 'go', 'way', 'love', 'f1', 'f1', 'damaged', 'sunday', 'putting', 'things', 'justice']","['  Mercedes must go all the way because they love F1.', ""F1 has been damaged on Sunday and putting things as they should, it's justice.""]",0.5,0.6,"['bradleyphilpot', 'fia', 'mercedes', 'must', 'go', 'way', 'love', 'f1', 'f1', 'damaged', 'sunday', 'putting', 'things', 'justice']"
@AlexHamIsBack @thedeadboxshow @calvinzola2 @SofianAissaoui @LewisHamilton @CanalplusF1 @fia @F1 @TeamHamiltonFR @PET_Motorsports You coming full guns blazing but are to stupid to realise I don't disagree with Max being Champion...,"['coming', 'full', 'guns', 'blazing', 'stupid', 'realise', ""n't"", 'disagree', 'max', 'champion', '...']","[""          You coming full guns blazing but are to stupid to realise I don't disagree with Max being Champion...""]",-0.22499999999999998,0.775,"['alexhamisback', 'thedeadboxshow', 'calvinzola2', 'sofianaissaoui', 'lewishamilton', 'canalplusf1', 'fia', 'f1', 'teamhamiltonfr', 'pet_motorsports', 'coming', 'full', 'guns', 'blazing', 'stupid', 'realise', ""n't"", 'disagree', 'max', 'champion', '...']"
@acier_jean @FastNLoud44 I think it would be fair to say that the teams and fans understand the rules better than the FIA and race director!!! @fia @F1,"['think', 'would', 'fair', 'say', 'teams', 'fans', 'understand', 'rules', 'better', 'fia', 'race', 'director']","['  I think it would be fair to say that the teams and fans understand the rules better than the FIA and race director!!', '!']",0.83828125,0.7,"['acier_jean', 'fastnloud44', 'think', 'would', 'fair', 'say', 'teams', 'fans', 'understand', 'rules', 'better', 'fia', 'race', 'director', 'fia', 'f1']"
"@MagpieMoody @HugoLaufferbach @SkySportsF1 @Max33Verstappen @redbullracing @F1 Thanks. Next year, with regulation changes and Russell joining Mercedes, the Stuttgart team might be the team to beat once again, so I think it was the perfect timing for Verstappen to win it now.","['thanks', 'next', 'year', 'regulation', 'changes', 'russell', 'joining', 'mercedes', 'stuttgart', 'team', 'might', 'team', 'beat', 'think', 'perfect', 'timing', 'verstappen', 'win']","['      Thanks.', 'Next year, with regulation changes and Russell joining Mercedes, the Stuttgart team might be the team to beat once again, so I think it was the perfect timing for Verstappen to win it now.']",0.5,0.4,"['magpiemoody', 'hugolaufferbach', 'skysportsf1', 'max33verstappen', 'redbullracing', 'f1', 'thanks', 'next', 'year', 'regulation', 'changes', 'russell', 'joining', 'mercedes', 'stuttgart', 'team', 'might', 'team', 'beat', 'think', 'perfect', 'timing', 'verstappen', 'win']"
"@F1_Jordan Please trend this #F1died 2021 !!
Let's get them!! We don't give up, let's Go, Keep Pushing everyone!!","['please', 'trend', 'f1died', '2021', 'let', 'get', ""n't"", 'give', 'let', 'go', 'keep', 'pushing', 'everyone']","[' Please trend this #F1died 2021 !!', ""Let's get them!!"", ""We don't give up, let's Go, Keep Pushing everyone!"", '!']",0.0,0.0,"['f1_jordan', 'please', 'trend', 'f1died', '2021', 'let', 'get', ""n't"", 'give', 'let', 'go', 'keep', 'pushing', 'everyone']"
@hewentatthat ….and the racists come crawling out from under their stones yet again! Lewis Hamilton is the best F1 driver there has ever been and on every podium he proudly flies the flag for BRITAIN. If he was white you would all be breaking your backs to kiss his feet 😡😡😡,"['….and', 'racists', 'come', 'crawling', 'stones', 'yet', 'lewis', 'hamilton', 'best', 'f1', 'driver', 'ever', 'every', 'podium', 'proudly', 'flies', 'flag', 'britain', 'white', 'would', 'breaking', 'backs', 'kiss', 'feet', '😡😡😡']","[' ….and the racists come crawling out from under their stones yet again!', 'Lewis Hamilton is the best F1 driver there has ever been and on every podium he proudly flies the flag for BRITAIN.', 'If he was white you would all be breaking your backs to kiss his feet 😡😡😡']",0.6,0.43333333333333335,"['hewentatthat', '….and', 'racists', 'come', 'crawling', 'stones', 'yet', 'lewis', 'hamilton', 'best', 'f1', 'driver', 'ever', 'every', 'podium', 'proudly', 'flies', 'flag', 'britain', 'white', 'would', 'breaking', 'backs', 'kiss', 'feet', '😡😡😡']"
@emmac_929 @autosport @F1 @fia @MercedesAMGF1 Pls safety car in before the track was clear. #F1xed  #JusticeForLewis #IStandWithLewisHamilton,"['pls', 'safety', 'car', 'track', 'clear', 'f1xed', 'justiceforlewis', 'istandwithlewishamilton']","['     Pls safety car in before the track was clear.', '#F1xed  #JusticeForLewis #IStandWithLewisHamilton']",0.10000000000000002,0.3833333333333333,"['emmac_929', 'autosport', 'f1', 'fia', 'mercedesamgf1', 'pls', 'safety', 'car', 'track', 'clear', 'f1xed', 'justiceforlewis', 'istandwithlewishamilton']"
@lunga_ngwenya @Deregtz @little_things_o @miru_lh44 @Max33Verstappen After 3 crashes on Max's side. Still I love Hamilton but Verstappen was just better,"['3', 'crashes', 'max', 'side', 'still', 'love', 'hamilton', 'verstappen', 'better']","[""     After 3 crashes on Max's side."", 'Still I love Hamilton but Verstappen was just better']",0.5,0.55,"['lunga_ngwenya', 'deregtz', 'little_things_o', 'miru_lh44', 'max33verstappen', '3', 'crashes', 'max', 'side', 'still', 'love', 'hamilton', 'verstappen', 'better']"
@DominicFarrell Hypocrisy sinks inside Lewis Hamilton.,"['hypocrisy', 'sinks', 'inside', 'lewis', 'hamilton']",[' Hypocrisy sinks inside Lewis Hamilton.'],-0.1,0.0,"['dominicfarrell', 'hypocrisy', 'sinks', 'inside', 'lewis', 'hamilton']"
"@F1_Jordan Please trend this #F1died 2021 !!
Let's get them!! We don't give up, let's Go, Keep Pushing everyone!!","['please', 'trend', 'f1died', '2021', 'let', 'get', ""n't"", 'give', 'let', 'go', 'keep', 'pushing', 'everyone']","[' Please trend this #F1died 2021 !!', ""Let's get them!!"", ""We don't give up, let's Go, Keep Pushing everyone!"", '!']",0.0,0.0,"['f1_jordan', 'please', 'trend', 'f1died', '2021', 'let', 'get', ""n't"", 'give', 'let', 'go', 'keep', 'pushing', 'everyone']"
@sztmrirk @fia @F1 Cry cry cry,"['cry', 'cry', 'cry']",['   Cry cry cry'],0.0,0.0,"['sztmrirk', 'fia', 'f1', 'cry', 'cry', 'cry']"
"@fia No formal e vars , no f1 cars. Great effort f1a just when  they couldn't shoot themselves on the foot any worse.","['formal', 'e', 'vars', 'f1', 'cars', 'great', 'effort', 'f1a', 'could', ""n't"", 'shoot', 'foot', 'worse']","[' No formal e vars , no f1 cars.', ""Great effort f1a just when  they couldn't shoot themselves on the foot any worse.""]",0.2,0.675,"['fia', 'formal', 'e', 'vars', 'f1', 'cars', 'great', 'effort', 'f1a', 'could', ""n't"", 'shoot', 'foot', 'worse']"
@lurking_iam @boxingkie @Trusana_nkosana @ESPNUK No one is saying that Lewis is not the best of F1 era.. But both Hamilton and Max needed their teammates and their whole teams to be competitive enough to challenge each other. So saying that any of them won without an army assisting them is unfair and ungrateful to their teams,"['one', 'saying', 'lewis', 'best', 'f1', 'era', '..', 'hamilton', 'max', 'needed', 'teammates', 'whole', 'teams', 'competitive', 'enough', 'challenge', 'saying', 'without', 'army', 'assisting', 'unfair', 'ungrateful', 'teams']","['    No one is saying that Lewis is not the best of F1 era..', 'But both Hamilton and Max needed their teammates and their whole teams to be competitive enough to challenge each other.', 'So saying that any of them won without an army assisting them is unfair and ungrateful to their teams']",0.11499999999999999,0.515,"['lurking_iam', 'boxingkie', 'trusana_nkosana', 'espnuk', 'one', 'saying', 'lewis', 'best', 'f1', 'era', '..', 'hamilton', 'max', 'needed', 'teammates', 'whole', 'teams', 'competitive', 'enough', 'challenge', 'saying', 'without', 'army', 'assisting', 'unfair', 'ungrateful', 'teams']"
"Arise, Sir Lewis Hamilton! ⭐

The seven-time #F1 world champion has been honoured for his services to the sport 🏎️ 🏁

Read more ⬇️

#bbcf1","['arise', 'sir', 'lewis', 'hamilton', '⭐', 'seven-time', 'f1', 'world', 'champion', 'honoured', 'services', 'sport', '🏎️', '🏁', 'read', '⬇️', 'bbcf1']","['Arise, Sir Lewis Hamilton!', '⭐\n\nThe seven-time #F1 world champion has been honoured for his services to the sport 🏎️ 🏁\n\nRead more ⬇️\n\n#bbcf1']",0.5,0.5,"['arise', 'sir', 'lewis', 'hamilton', '⭐', 'seven-time', 'f1', 'world', 'champion', 'honoured', 'services', 'sport', '🏎️', '🏁', 'read', '⬇️', 'bbcf1']"
@F1_Jordan I've got a feeling with how quiet they have been @MercedesAMGF1 are going to announce they are pulling out of F1 after next season,"[""'ve"", 'got', 'feeling', 'quiet', 'going', 'announce', 'pulling', 'f1', 'next', 'season']","["" I've got a feeling with how quiet they have been  are going to announce they are pulling out of F1 after next season""]",0.0,0.16666666666666666,"['f1_jordan', ""'ve"", 'got', 'feeling', 'quiet', 'mercedesamgf1', 'going', 'announce', 'pulling', 'f1', 'next', 'season']"
@NapeN If MB are not in the whole mess which is F1 please take decision to court. it was the worst sporting cheat ever. Worse than hand of god. Those who allowed this to happen  and all the wokey TV pundits and commentators need to go. Not doing so make you and MB look part of it all,"['mb', 'whole', 'mess', 'f1', 'please', 'take', 'decision', 'court', 'worst', 'sporting', 'cheat', 'ever', 'worse', 'hand', 'god', 'allowed', 'happen', 'wokey', 'tv', 'pundits', 'commentators', 'need', 'go', 'make', 'mb', 'look', 'part']","[' If MB are not in the whole mess which is F1 please take decision to court.', 'it was the worst sporting cheat ever.', 'Worse than hand of god.', 'Those who allowed this to happen  and all the wokey TV pundits and commentators need to go.', 'Not doing so make you and MB look part of it all']",-0.34375,0.54375,"['napen', 'mb', 'whole', 'mess', 'f1', 'please', 'take', 'decision', 'court', 'worst', 'sporting', 'cheat', 'ever', 'worse', 'hand', 'god', 'allowed', 'happen', 'wokey', 'tv', 'pundits', 'commentators', 'need', 'go', 'make', 'mb', 'look', 'part']"
"@_the44 @F1_Jordan Please trend this #F1died 2021 !!
Let's get them!! We don't give up, let's Go, Keep Pushing everyone!!","['please', 'trend', 'f1died', '2021', 'let', 'get', ""n't"", 'give', 'let', 'go', 'keep', 'pushing', 'everyone']","['  Please trend this #F1died 2021 !!', ""Let's get them!!"", ""We don't give up, let's Go, Keep Pushing everyone!"", '!']",0.0,0.0,"['_the44', 'f1_jordan', 'please', 'trend', 'f1died', '2021', 'let', 'get', ""n't"", 'give', 'let', 'go', 'keep', 'pushing', 'everyone']"
"@theonemikem @JacobtheVega @frontwings @F1_Jordan @fia @F1 If this was some racist conspiracy to keep LH from winning, there were MUCH easier ways to do it. Firstly he surely would have been made to give P1 back to Max on lap 1. He also would have (rightly) been reprimanded for the dangerous Mazepin FP3 block, and would have started P12.","['racist', 'conspiracy', 'keep', 'lh', 'winning', 'much', 'easier', 'ways', 'firstly', 'surely', 'would', 'made', 'give', 'p1', 'back', 'max', 'lap', '1', 'also', 'would', '(', 'rightly', ')', 'reprimanded', 'dangerous', 'mazepin', 'fp3', 'block', 'would', 'started', 'p12']","['      If this was some racist conspiracy to keep LH from winning, there were MUCH easier ways to do it.', 'Firstly he surely would have been made to give P1 back to Max on lap 1.', 'He also would have (rightly) been reprimanded for the dangerous Mazepin FP3 block, and would have started P12.']",0.14761904761904762,0.5457671957671958,"['theonemikem', 'jacobthevega', 'frontwings', 'f1_jordan', 'fia', 'f1', 'racist', 'conspiracy', 'keep', 'lh', 'winning', 'much', 'easier', 'ways', 'firstly', 'surely', 'would', 'made', 'give', 'p1', 'back', 'max', 'lap', '1', 'also', 'would', '(', 'rightly', ')', 'reprimanded', 'dangerous', 'mazepin', 'fp3', 'block', 'would', 'started', 'p12']"
"@F1_Jordan @_the44 Please trend this #F1died 2021 !!
Let's get them!! We don't give up, let's Go, Keep Pushing everyone!!","['please', 'trend', 'f1died', '2021', 'let', 'get', ""n't"", 'give', 'let', 'go', 'keep', 'pushing', 'everyone']","['  Please trend this #F1died 2021 !!', ""Let's get them!!"", ""We don't give up, let's Go, Keep Pushing everyone!"", '!']",0.0,0.0,"['f1_jordan', '_the44', 'please', 'trend', 'f1died', '2021', 'let', 'get', ""n't"", 'give', 'let', 'go', 'keep', 'pushing', 'everyone']"
started using 🤣 lately i’m blaming sir lewis hamilton,"['started', 'using', '🤣', 'lately', 'blaming', 'sir', 'lewis', 'hamilton']",['started using 🤣 lately i’m blaming sir lewis hamilton'],-0.3,0.6,"['started', 'using', '🤣', 'lately', 'blaming', 'sir', 'lewis', 'hamilton']"
"@NobleF1 @F1_Jordan Please trend this #F1died 2021 !!
Let's get them!! We don't give up, let's Go, Keep Pushing everyone!!","['please', 'trend', 'f1died', '2021', 'let', 'get', ""n't"", 'give', 'let', 'go', 'keep', 'pushing', 'everyone']","['  Please trend this #F1died 2021 !!', ""Let's get them!!"", ""We don't give up, let's Go, Keep Pushing everyone!"", '!']",0.0,0.0,"['noblef1', 'f1_jordan', 'please', 'trend', 'f1died', '2021', 'let', 'get', ""n't"", 'give', 'let', 'go', 'keep', 'pushing', 'everyone']"
"@xGeeVee Different rep is more the easy answer. I like this a lot, if you play on next a ton of people are rocking that F1 driving suit/helmet for winning 100 games, so it works 🤷‍♂️","['different', 'rep', 'easy', 'answer', 'like', 'lot', 'play', 'next', 'ton', 'people', 'rocking', 'f1', 'driving', 'suit/helmet', 'winning', '100', 'games', 'works', '🤷\u200d♂️']","[' Different rep is more the easy answer.', 'I like this a lot, if you play on next a ton of people are rocking that F1 driving suit/helmet for winning 100 games, so it works 🤷\u200d♂️']",0.2866666666666667,0.5366666666666667,"['xgeevee', 'different', 'rep', 'easy', 'answer', 'like', 'lot', 'play', 'next', 'ton', 'people', 'rocking', 'f1', 'driving', 'suit/helmet', 'winning', '100', 'games', 'works', '🤷\u200d♂️']"
@F1 @LewisHamilton And just wait until we see him in Bahrain … 92 days to go,"['wait', 'see', 'bahrain', '…', '92', 'days', 'go']",['  And just wait until we see him in Bahrain … 92 days to go'],0.0,0.0,"['f1', 'lewishamilton', 'wait', 'see', 'bahrain', '…', '92', 'days', 'go']"
"@jmjalisco @TommyCl97045284 @BronxLaugher @RN_Trader @Begentle50 @Khizzie Pretty sure that Rosberg has watched F1 before and he clearly says that you either clear them all or none, ""that's what happens when a safety car is deployed"" but clearly you have watched more F1 then him right?","['pretty', 'sure', 'rosberg', 'watched', 'f1', 'clearly', 'says', 'either', 'clear', 'none', '``', 'happens', 'safety', 'car', 'deployed', ""''"", 'clearly', 'watched', 'f1', 'right']","['      Pretty sure that Rosberg has watched F1 before and he clearly says that you either clear them all or none, ""that\'s what happens when a safety car is deployed"" but clearly you have watched more F1 then him right?']",0.2622448979591837,0.5820861678004535,"['jmjalisco', 'tommycl97045284', 'bronxlaugher', 'rn_trader', 'begentle50', 'khizzie', 'pretty', 'sure', 'rosberg', 'watched', 'f1', 'clearly', 'says', 'either', 'clear', 'none', '``', 'happens', 'safety', 'car', 'deployed', ""''"", 'clearly', 'watched', 'f1', 'right']"
"@LozBarber30 @F1_Jordan @sophwebsterxx Please trend this #F1died 2021 !!
Let's get them!! We don't give up, let's Go, Keep Pushing everyone!!","['please', 'trend', 'f1died', '2021', 'let', 'get', ""n't"", 'give', 'let', 'go', 'keep', 'pushing', 'everyone']","['   Please trend this #F1died 2021 !!', ""Let's get them!!"", ""We don't give up, let's Go, Keep Pushing everyone!"", '!']",0.0,0.0,"['lozbarber30', 'f1_jordan', 'sophwebsterxx', 'please', 'trend', 'f1died', '2021', 'let', 'get', ""n't"", 'give', 'let', 'go', 'keep', 'pushing', 'everyone']"
